1349,黒,black
1350,花,flower
1351,春,springtime; spring (season)
1352,赤,red
1353,青,blue; green
1354,館,building; mansion; large building; palace
1355,屋,roof; house; shop; dealer; seller
1356,色,color
1357,走,run
1358,秋,autumn
1359,夏,summer
1360,習,learn
1361,駅,station
1362,洋,ocean; western style
1363,旅,trip; travel
1364,服,clothing; admit; obey; discharge
1365,夕,evening
1366,借,borrow; rent
1367,曜,weekday
1368,飲,drink; smoke; take
1369,肉,meat
1370,貸,lend
1371,堂,public chamber; hall
1372,鳥,bird; chicken
1373,飯,meal; boiled rice
1374,勉,exertion; endeavour; encourage; strive; make effort; diligent
1375,冬,winter
1376,昼,daytime; noon
1377,茶,tea
1378,弟,younger brother; faithful service to elders
1379,牛,cow
1380,魚,fish
1381,兄,elder brother; big brother
1382,犬,dog
1383,妹,younger sister
1384,姉,elder sister
1385,漢,Sino-; China
1386,齢,age
1387,歴,curriculum; continuation; passage of time
1388,列,file; row; rank; tier; column
1389,練,practice; gloss; train; drill; polish; refine
1390,路,path; route; road; distance
1391,露,dew; tears; expose; Russia
1392,老,old man; old age; grow old
1393,郎,son; counter for sons
1394,録,record
1395,惑,beguile; delusion; perplexity
1396,枠,frame; framework; spindle; spool; bounding-box; (kokuji)
1397,湾,gulf; bay; inlet
1398,良,good; pleasing; skilled
1399,林,grove; forest
1400,臨,look to; face; meet; confront; attend; call on
1401,輪,wheel; ring; circle; link; loop; counter for wheels and flowers
1402,塁,bases; fort; rampart; walls; base(ball)
1403,類,sort; kind; variety; class; genus
1404,令,orders; ancient laws; command; decree
1405,冷,"cool; cold (beer, person); chill"
1406,鈴,small bell; buzzer
1407,養,foster; bring up; rear; develop; nurture
1408,抑,repress; well; now; in the first place; push; shove; press; seal; do in spite of
1409,欲,longing; covetousness; greed; passion; desire; craving
1410,頼,trust; request
1411,絡,entwine; coil around; get caught in
1412,乱,riot; war; disorder; disturb
1413,裏,back; amidst; in; reverse; inside; palm; sole; rear; lining; wrong side
1414,離,detach; separation; disjoin; digress
1415,陸,land; six
1416,律,rhythm; law; regulation; gauge; control
1417,略,abbreviation; omission; outline; shorten; capture; plunder
1418,留,detain; fasten; halt; stop
1419,慮,prudence; thought; concern; consider; deliberate; fear
1420,旅,trip; travel
1421,了,complete; finish
1422,僚,colleague; official; companion
1423,療,heal; cure
1424,預,deposit; custody; leave with; entrust to
1425,曜,weekday
1426,洋,ocean; western style
1427,誘,entice; lead; tempt; invite; ask; call for; seduce; allure
1428,遊,play
1429,郵,mail; stagecoach stop
1430,雄,masculine; male; hero; leader; superiority; excellence
1431,夕,evening
1432,余,too much; myself; surplus; other; remainder
1433,友,friend
1434,油,oil; fat
1435,薬,medicine; chemical; enamel; gunpowder; benefit
1436,躍,leap; dance; skip
1437,戻,re-; return; revert; resume; restore; go backwards
1438,盟,alliance; oath
1439,迷,astray; be perplexed; in doubt; lost; err; illusion
1440,模,imitation; copy; mock
1441,満,full; fullness; enough; satisfy
1442,未,un-; not yet; hitherto; still; even now; sign of the ram; 1-3PM; eighth sign of Chinese zodiac
1443,密,secrecy; density (pop); minuteness; carefulness
1444,夢,dream; vision; illusion
1445,枚,sheet of...; counter for flat thin objects or sheets
1446,幕,curtain; bunting; act of play
1447,歩,walk; counter for steps
1448,募,recruit; campaign; gather (contributions); enlist; grow violent
1449,暮,livelihood; make a living; spend time
1450,母,mama; mother
1451,包,wrap; pack up; cover; conceal
1452,崩,crumble; die; demolish; level
1453,抱,embrace; hug; hold in arms
1454,豊,bountiful; excellent; rich
1455,邦,home country; country; Japan
1456,亡,deceased; the late; dying; perish
1457,房,tassel; tuft; fringe; bunch; lock (hair); segment (orange); house; room
1458,暴,outburst; rave; fret; force; violence; cruelty; outrage
1459,貿,trade; exchange
1460,便,convenience
1461,弁,valve; petal; braid; speech; dialect; discrimination; dispose of; distinguish
1462,捕,catch; capture
1463,返,return; answer; fade; repay
1464,紛,distract; be mistaken for; go astray; divert
1465,併,join; get together; unite; collective
1466,兵,soldier; private; troops; army; warfare; strategy; tactics
1467,並,row; and; besides; as well as; line up; rank with; rival; equal
1468,閉,closed; shut
1469,編,compilation; knit; plait; braid; twist; editing; completed poem; part of a book
1470,舞,dance; flit; circle; wheel
1471,風,wind; air; style; manner
1472,幅,hanging scroll; width
1473,服,clothing; admit; obey; discharge
1474,複,duplicate; double; compound; multiple
1475,払,pay; clear out; prune; banish; dispose of
1476,仏,Buddha; the dead; France
1477,浜,seacoast; beach; seashore
1478,婦,lady; woman; wife; bride
1479,富,wealth; enrich; abundant
1480,布,linen; cloth
1481,普,universal; wide(ly); generally; Prussia
1482,浮,floating; float; rise to surface
1483,父,father
1484,抜,slip out; extract; pull out; pilfer; quote; remove; omit
1485,伴,consort; accompany; bring with; companion
1486,板,plank; board; plate; stage
1487,版,printing block; printing plate; edition; impression; label
1488,犯,crime; sin; offense
1489,般,carrier; carry; all
1490,販,marketing; sell; trade
1491,盤,tray; shallow bowl; platter; tub; board; phonograph record
1492,否,negate; no; noes; refuse; decline; deny
1493,彼,he; that; the
1494,批,criticism; strike
1495,秘,secret; conceal
1496,避,evade; avoid; avert; ward off; shirk; shun
1497,飛,fly; skip (pages); scatter
1498,尾,tail; end; counter for fish; lower slope of mountain
1499,標,signpost; seal; mark; stamp; imprint; symbol; emblem; trademark; evidence; souvenir; target
1500,描,sketch; compose; write; draw; paint
1501,博,Dr.; command; esteem; win acclaim; Ph.D.; exposition; fair
1502,迫,urge; force; imminent; spur on
1503,爆,bomb; burst open; pop; split
1504,買,buy
1505,肉,meat
1506,熱,heat; temperature; fever; mania; passion
1507,燃,burn; blaze; glow
1508,納,settlement; obtain; reap; pay; supply; store
1509,波,waves; billows; Poland
1510,破,rend; rip; tear; break; destroy; defeat; frustrate
1511,馬,horse
1512,廃,abolish; obsolete; cessation; discarding; abandon
1513,敗,failure; defeat; reversal
1514,背,stature; height; back; behind; disobey; defy; go back on; rebel
1515,倍,double; twice; times; fold
1516,闘,fight; war
1517,督,coach; command; urge; lead; supervise
1518,読,read
1519,突,stab; protruding; thrusting; thrust; pierce; prick
1520,届,deliver; reach; arrive; report; notify; forward
1521,奈,Nara; what?
1522,逃,escape; flee; shirk; evade; set free
1523,討,chastise; attack; defeat; destroy; conquer
1524,踏,step; trample; carry through; appraise; evade payment
1525,倒,overthrow; fall; collapse; drop; break down
1526,等,etc.; and so forth; class (first); quality; equal; similar
1527,登,ascend; climb up
1528,途,route; way; road
1529,努,toil; diligent; as much as possible
1530,徒,junior; emptiness; vanity; futility; uselessness; ephemeral thing; gang; set; party; people
1531,庁,government office
1532,徴,indications; sign; omen; symptom; collect; seek; refer to; question
1533,挑,challenge; contend for; make love to
1534,聴,listen; headstrong; naughty; careful inquiry
1535,超,transcend; super-; ultra-
1536,賃,fare; fee; hire; rent; wages; charge
1537,痛,pain; hurt; damage; bruise
1538,塚,hillock; mound
1539,停,halt; stopping
1540,底,bottom; sole; depth; bottom price; base; kind; sort
1541,庭,courtyard; garden; yard
1542,程,extent; degree; law; formula; distance; limits; amount
1543,締,tighten; tie; shut; lock; fasten
1544,邸,residence; mansion
1545,摘,pinch; pick; pluck; trim; clip; summarize
1546,適,suitable; occasional; rare; qualified; capable
1547,徹,penetrate; clear; pierce; strike home; sit up (all night)
1548,撤,remove; withdraw; disarm; dismantle; reject; exclude
1549,鉄,iron
1550,天,heavens; sky; imperial
1551,駐,stop-over; reside in; resident
1552,著,renowned; publish; write; remarkable; phenomenal; put on; don; wear; arrival; finish (race); counter for suits of clothing; literary work
1553,値,price; cost; value
1554,池,pond; cistern; pool; reservoir
1555,致,doth; do; send; forward; cause; exert; incur; engage
1556,遅,slow; late; back; later
1557,築,fabricate; build; construct
1558,竹,bamboo
1559,仲,go-between; relationship
1560,択,choose; select; elect; prefer
1561,奪,rob; take by force; snatch away; dispossess; plunder; usurp
1562,脱,undress; removing; escape from; get rid of; be left out; take off
1563,谷,valley
1564,単,simple; one; single; merely
1565,探,grope; search; look for
1566,短,short; brevity; fault; defect; weak point
1567,端,edge; origin; end; point; border; verge; cape
1568,弾,bullet; twang; flip; snap
1569,逮,apprehend; chase
1570,隊,regiment; party; company; squad
1571,貸,lend
1572,帯,sash; belt; obi; zone; region
1573,替,exchange; spare; substitute; per-
1574,層,stratum; social class; layer; story; floor
1575,捜,search; look for; locate
1576,草,grass; weeds; herbs; pasture; write; draft
1577,葬,interment; bury; shelve
1578,装,attire; dress; pretend; disguise; profess
1579,走,run
1580,像,statue; picture; image; figure; portrait
1581,臓,entrails; viscera; bowels
1582,促,stimulate; urge; press; demand; incite
1583,則,rule; follow; based on; model after
1584,息,breath; respiration; son; interest (on money)
1585,束,bundle; sheaf; ream; tie in bundles; govern; manage; control
1586,測,fathom; plan; scheme; measure
1587,速,quick; fast
1588,属,belong; genus; subordinate official; affiliated
1589,卒,graduate; soldier; private; die
1590,存,suppose; be aware of; believe; feel
1591,損,damage; loss; disadvantage; hurt; injure
1592,他,other; another; the others
1593,太,plump; thick; big around
1594,素,elementary; principle; naked; uncovered
1595,創,genesis; wound; injury; hurt; start; originate
1596,喪,miss; mourning
1597,析,chop; divide; tear; analyze
1598,積,volume; product (x*y); acreage; contents; pile up; stack; load; amass
1599,籍,enroll; domiciliary register; membership
1600,績,exploits; unreeling cocoons
1601,責,blame; condemn; censure
1602,赤,red
1603,跡,tracks; mark; print; impression
1604,接,touch; contact; adjoin; piece together
1605,折,fold; break; fracture; bend; yield; submit
1606,節,node; season; period; occasion; verse; clause; stanza; honor; joint; knuckle; knob; knot; tune; melody
1607,絶,discontinue; beyond; sever; cut off; abstain; interrupt; suppress
1608,占,fortune-telling; divining; forecasting; occupy; hold; have; get; take
1609,宣,proclaim; say; announce
1610,専,specialty; exclusive; mainly; solely
1611,染,dye; color; paint; stain; print
1612,船,ship; boat
1613,善,virtuous; good; goodness
1614,措,set aside; give up; suspend; discontinue; lay aside; except
1615,狙,aim at; sight; shadow; stalk
1616,星,star; spot; dot; mark
1617,清,pure; purify; cleanse; exorcise; Manchu dynasty
1618,盛,boom; prosper; copulate
1619,精,refined; ghost; fairy; energy; vitality; semen; excellence; purity; skill
1620,請,solicit; invite; ask
1621,青,blue; green
1622,静,quiet
1623,図,map; drawing; plan; unexpected; accidentally
1624,推,conjecture; infer; guess; suppose; support
1625,譲,defer; turnover; transfer; convey
1626,植,plant
1627,織,weave; fabric
1628,色,color
1629,触,contact; touch; feel; hit; proclaim; announce; conflict
1630,伸,expand; stretch; extend; lengthen; increase
1631,慎,humility; be careful; discrete; prudent
1632,振,shake; wave; wag; swing
1633,森,forest; woods
1634,針,needle; pin; staple; stinger
1635,震,quake; shake; tremble; quiver; shiver
1636,陣,camp; battle array; ranks; position
1637,城,castle
1638,順,obey; order; turn; right; docility; occasion
1639,処,dispose; manage; deal with; sentence; condemn; act; behave; place
1640,緒,thong; beginning; inception; end; cord; strap
1641,署,signature; govt office; police station
1642,諸,various; many; several; together
1643,除,exclude; division (x/3); remove; abolish; cancel; except
1644,傷,wound; hurt; injure; impair; pain; injury; cut; gash; scar; weak point
1645,償,reparation; make up for; recompense; redeem
1646,将,leader; commander; general; admiral; or; and again; soon; from now on; just about
1647,承,acquiesce; hear; listen to; be informed; receive
1648,招,beckon; invite; summon; engage
1649,昇,rise up
1650,昭,shining; bright
1651,焼,bake; burning
1652,焦,char; hurry; impatient; irritate; burn; scorch; singe
1653,省,focus; government ministry; conserve
1654,称,appellation; praise; admire; name; title; fame
1655,章,badge; chapter; composition; poem; design
1656,笑,laugh
1657,紹,introduce; inherit; help
1658,衝,collide; brunt; highway; opposition (astronomy); thrust; pierce; stab; prick
1659,障,hinder; hurt; harm
1660,縮,shrink; contract; shrivel; wrinkle; reduce
1661,春,springtime; spring (season)
1662,習,learn
1663,週,week
1664,充,allot; fill
1665,従,accompany; obey; submit to; comply; follow; secondary; incidental; subordinate
1666,宿,inn; lodging; relay station; dwell; lodge; be pregnant; home; dwelling
1667,授,impart; instruct; grant; confer
1668,樹,timber trees; wood
1669,需,demand; request; need
1670,周,circumference; circuit; lap
1671,宗,religion; sect; denomination; main point; origin; essence
1672,就,concerning; settle; take position; depart; study; per
1673,修,discipline; conduct oneself well; study; master
1674,秀,excel; excellence; beauty; surpass
1675,秋,autumn
1676,弱,weak; frail
1677,射,shoot; shine into; onto; archery
1678,借,borrow; rent
1679,辞,resign; word; term; expression
1680,鹿,deer
1681,執,tenacious; take hold; grasp; take to heart
1682,室,room; apartment; chamber; greenhouse; cellar
1683,誌,document; records
1684,似,becoming; resemble; counterfeit; imitate; suitable
1685,児,newborn babe; child; young of animals
1686,寺,Buddhist temple
1687,紙,paper
1688,至,climax; arrive; proceed; reach; attain; result in
1689,史,history; chronicle
1690,士,gentleman; samurai; samurai radical (no. 33)
1691,師,expert; teacher; master; model; exemplar; army (incl. counter); war
1692,志,intention; plan; resolve; aspire; motive; hopes; shilling
1693,散,scatter; disperse; spend; squander
1694,賛,approve; praise; title or inscription on picture; assist; agree with
1695,司,director; official; govt office; rule; administer
1696,札,tag; paper money; counter for bonds; placard; bid
1697,殺,kill; murder; butcher; slice off; split; diminish; reduce; spoil
1698,雑,miscellaneous
1699,細,dainty; get thin; taper; slender; narrow
1700,載,ride; board; get on; place; spread; 10**44
1701,材,lumber; log; timber; wood; talent
1702,罪,guilt; sin; crime; fault; blame; offense
1703,坂,slope; incline; hill
1704,阪,heights; slope
1705,崎,promontory; cape; spit
1706,埼,cape; spit; promontory
1707,削,plane; sharpen; whittle; pare
1708,左,left
1709,座,squat; seat; cushion; gathering; sit
1710,債,bond; loan; debt
1711,催,sponsor; hold (a meeting); give (a dinner)
1712,妻,wife; spouse
1713,採,pick; take; fetch; take up
1714,災,disaster; calamity; woe; curse; evil
1715,講,lecture; club; association
1716,貢,tribute; support; finance
1717,購,subscription; buy
1718,降,descend; precipitate; fall; surrender
1719,項,paragraph; nape of neck; clause; item; term (expression)
1720,香,incense; smell; perfume
1721,号,nickname; number; item; title; pseudonym; name; call
1722,刻,engrave; cut fine; chop; hash; mince; time; carving
1723,黒,black
1724,骨,skeleton; bone; remains; frame
1725,込,crowded; mixture; in bulk; included; (kokuji)
1726,困,quandary; become distressed; annoyed
1727,婚,marriage
1728,根,root; radical; head (pimple)
1729,混,mix; blend; confuse
1730,更,grow late; night watch; sit up late; of course
1731,江,creek; inlet; bay
1732,皇,emperor
1733,航,navigate; sail; cruise; fly
1734,攻,aggression; attack
1735,功,achievement; merits; success; honor; credit
1736,効,merit; efficacy; efficiency; benefit
1737,厚,thick; heavy; rich; kind; cordial; brazen; shameless
1738,幸,happiness; blessing; fortune
1739,康,ease; peace
1740,抗,confront; resist; defy; oppose
1741,控,withdraw; draw in; hold back; refrain from; be moderate
1742,候,climate; season; weather
1743,光,ray; light
1744,雇,employ; hire
1745,互,mutually; reciprocally; together
1746,古,old
1747,固,harden; set; clot; curdle
1748,庫,warehouse; storehouse
1749,戸,door; counter for houses; door radical (no. 63)
1750,故,happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently
1751,系,lineage; system
1752,継,inherit; succeed; patch; graft (tree)
1753,軽,lightly; trifling; unimportant
1754,芸,technique; art; craft; performance; acting; trick; stunt
1755,迎,welcome; meet; greet
1756,劇,drama; play
1757,激,violent; get excited; enraged; chafe; incite
1758,欠,lack; gap; fail; yawning radical (no. 76)
1759,血,blood
1760,健,healthy; health; strength; persistence
1761,券,ticket
1762,憲,constitution; law
1763,懸,suspend; hang; 10%; install; depend; consult
1764,献,offering; counter for drinks; present; offer
1765,遣,dispatch; despatch; send; give; donate; do; undertake
1766,険,precipitous; inaccessible place; impregnable position; steep place; sharp eyes
1767,厳,stern; strictness; severity; rigidity
1768,源,source; origin
1769,契,pledge; promise; vow
1770,恵,favor; blessing; grace; kindness
1771,掲,put up (a notice); put up; hoist; display; hang out; publish; describe
1772,筋,muscle; sinew; tendon; fiber; plot; plan; descent
1773,緊,tense; solid; hard; reliable; tight
1774,苦,suffering; trial; worry; hardship; feel bitter; scowl
1775,具,"tool; utensil; means; possess; ingredients; counter for armor, suits, sets of furniture"
1776,繰,winding; reel; spin; turn (pages); look up; refer to
1777,君,old boy; name-suffix
1778,郡,county; district
1779,傾,lean; incline; tilt; trend; wane; sink; ruin; bias
1780,刑,punish; penalty; sentence; punishment
1781,橋,bridge
1782,興,entertain; revive; retrieve; interest; pleasure
1783,響,echo; also N5116; sound; resound; ring; vibrate
1784,曲,bend; music; melody; composition; pleasure; injustice; fault; curve; crooked; perverse; lean
1785,玉,jewel; ball
1786,勤,diligence; become employed; serve
1787,均,level; average
1788,禁,prohibition; ban; forbid
1789,恐,fear; dread; awe
1790,巨,gigantic; big; large; great
1791,拒,repel; refuse; reject; decline
1792,拠,foothold; based on; follow; therefore
1793,許,permit; approve
1794,競,emulate; compete with; bid; sell at auction; bout; contest; race
1795,居,reside; to be; exist; live with
1796,旧,old times; old things; old friend; former; ex-
1797,給,salary; wage; gift; allow; grant; bestow on
1798,季,seasons
1799,紀,chronicle; account; narrative; history; annals; geologic period
1800,貴,precious; value; prize; esteem; honor
1801,儀,ceremony; rule; affair; case; a matter
1802,吉,good luck; joy; congratulations
1803,却,instead; on the contrary; rather
1804,客,guest; visitor; customer; client
1805,逆,inverted; reverse; opposite; wicked
1806,久,long time; old story
1807,休,rest; day off; retire; sleep
1808,及,reach out; exert; exercise; cause
1809,救,salvation; save; help; rescue; reclaim
1810,級,class; rank; grade
1811,帰,homecoming; arrive at; lead to; result in
1812,寄,draw near; stop in; bring near; gather; collect; send; forward
1813,希,hope; beg; request; pray; beseech; Greece; dilute (acid); rare; few; phenomenal
1814,揮,brandish; wave; wag; swing; shake
1815,棄,abandon; throw away; discard; resign; reject; sacrifice
1816,喜,rejoice; take pleasure in
1817,器,utensil; vessel; receptacle; implement; instrument; ability; container; tool; set
1818,館,building; mansion; large building; palace
1819,丸,round; full; month; perfection; -ship; pills; make round; roll up; curl up; seduce; explain away
1820,岸,beach
1821,岩,boulder; rock; cliff
1822,顔,face; expression
1823,願,petition; request; vow; wish; hope
1824,危,dangerous; fear; uneasy
1825,還,send back; return
1826,管,pipe; tube; wind instrument; drunken talk
1827,簡,simplicity; brevity
1828,緩,slacken; loosen; relax; lessen; be moderate; ease
1829,刊,publish; carve; engrave
1830,巻,scroll; volume; book; part; roll up; wind up; tie; coil; counter for texts (or book scrolls)
1831,完,perfect; completion; end
1832,患,afflicted; disease; suffer from; be ill
1833,換,interchange; period; charge; change?
1834,絵,picture; drawing; painting; sketch
1835,階,storey; stair; counter for storeys of a building
1836,街,boulevard; street; town
1837,拡,broaden; extend; expand; enlarge
1838,獲,seize; get; find; earn; acquire; can; may; able to
1839,覚,memorize; learn; remember; awake; sober up
1840,角,angle; corner; square; horn; antlers
1841,壊,demolition; break; destroy
1842,右,right
1843,宇,eaves; roof; house; heaven
1844,羽,"feathers; counter for birds, rabbits"
1845,雨,rain
1846,浦,bay; creek; inlet; gulf; beach; seacoast
1847,栄,flourish; prosperity; honor; glory; splendor
1848,永,eternity; long; lengthy
1849,益,benefit; gain; profit; advantage
1850,駅,station
1851,越,surpass; cross over; move to; exceed; Vietnam
1852,園,park; garden; yard; farm
1853,延,prolong; stretching
1854,遠,distant; far
1855,汚,dirty; pollute; disgrace; rape; defile
1856,央,center; middle
1857,押,push; stop; check; subdue; attach; seize; weight; shove; press; seal; do in spite of
1858,王,king; rule; magnate
1859,沖,open sea; offing; rise high into sky
1860,億,hundred million; 10**8
1861,屋,roof; house; shop; dealer; seller
1862,温,warm
1863,夏,summer
1864,科,department; course; section
1865,歌,song; sing
1866,河,river
1867,火,fire
1868,花,flower
1869,貨,freight; goods; property
1870,我,ego; I; selfish; our; oneself
1871,介,jammed in; shellfish; mediate; concern oneself with
1872,愛,love; affection; favourite
1873,悪,bad; vice; rascal; false; evil; wrong
1874,圧,pressure; push; overwhelm; oppress; dominate
1875,伊,Italy; that one
1876,依,reliant; depend on; consequently; therefore; due to
1877,囲,surround; besiege; store; paling; enclosure; encircle; preserve; keep
1878,易,easy; ready to; simple; fortune-telling; divination
1879,為,do; change; make; benefit; welfare; be of use; reach to; try; practice; cost; serve as; good; advantage; as a result of
1880,異,uncommon; queerness; strangeness; wonderful; curious; unusual
1881,維,fiber; tie; rope
1882,遺,bequeath; leave behind; reserve
1883,印,stamp; seal; mark; imprint; symbol; emblem; trademark; evidence; souvenir; India
1884,因,cause; factor; be associated with; depend on; be limited to
1885,飲,drink; smoke; take
1886,領,jurisdiction; dominion; territory; fief; reign
1887,率,ratio; rate; proportion; %; coefficient; factor
1888,略,abbreviation; omission; outline; shorten; capture; plunder
1889,留,detain; fasten; halt; stop
1890,預,deposit; custody; leave with; entrust to
1891,容,contain; form; looks
1892,余,too much; myself; surplus; other; remainder
1893,輸,transport; send; be inferior
1894,迷,astray; be perplexed; in doubt; lost; err; illusion
1895,綿,cotton
1896,務,task; duties
1897,夢,dream; vision; illusion
1898,墓,grave; tomb
1899,報,report; news; reward; retribution
1900,豊,bountiful; excellent; rich
1901,暴,outburst; rave; fret; force; violence; cruelty; outrage
1902,貿,trade; exchange
1903,防,ward off; defend; protect; resist
1904,弁,valve; petal; braid; speech; dialect; discrimination; dispose of; distinguish
1905,保,protect; guarantee; keep; preserve; sustain; support
1906,編,compilation; knit; plait; braid; twist; editing; completed poem; part of a book
1907,武,warrior; military; chivalry; arms
1908,復,restore; return to; revert; resume
1909,複,duplicate; double; compound; multiple
1910,仏,Buddha; the dead; France
1911,貧,poverty; poor
1912,婦,lady; woman; wife; bride
1913,富,wealth; enrich; abundant
1914,布,linen; cloth
1915,判,judgement; signature; stamp; seal
1916,版,printing block; printing plate; edition; impression; label
1917,犯,crime; sin; offense
1918,比,compare; race; ratio; Philipines
1919,肥,fertilizer; get fat; fertile; manure; pamper
1920,非,un-; mistake; negative; injustice; non-
1921,備,equip; provision; preparation
1922,俵,bag; bale; sack; counter for bags
1923,評,evaluate; criticism; comment
1924,任,responsibility; duty; term; entrust to; appoint
1925,燃,burn; blaze; glow
1926,能,ability; talent; skill; capacity
1927,破,rend; rip; tear; break; destroy; defeat; frustrate
1928,導,guidance; leading; conduct; usher
1929,銅,copper
1930,徳,benevolence; virtue; goodness; commanding respect
1931,独,single; alone; spontaneously; Germany
1932,統,overall; relationship; ruling; governing
1933,張,lengthen; counter for bows & stringed instruments; stretch; spread; put up (tent)
1934,提,propose; take along; carry in hand
1935,程,extent; degree; law; formula; distance; limits; amount
1936,敵,enemy; foe; opponent
1937,適,suitable; occasional; rare; qualified; capable
1938,築,fabricate; build; construct
1939,断,severance; decline; refuse; apologize; warn; dismiss; prohibit; decision; judgement; cutting
1940,団,group; association
1941,退,retreat; withdraw; retire; resign; repel; expel; reject
1942,貸,lend
1943,態,attitude; condition; figure; appearance; voice (of verbs)
1944,総,general; whole; all; full; total
1945,像,statue; picture; image; figure; portrait
1946,増,increase; add; augment; gain; promote
1947,造,create; make; structure; physique
1948,則,rule; follow; based on; model after
1949,測,fathom; plan; scheme; measure
1950,属,belong; genus; subordinate official; affiliated
1951,損,damage; loss; disadvantage; hurt; injure
1952,素,elementary; principle; naked; uncovered
1953,績,exploits; unreeling cocoons
1954,責,blame; condemn; censure
1955,接,touch; contact; adjoin; piece together
1956,設,establishment; provision; prepare
1957,絶,discontinue; beyond; sever; cut off; abstain; interrupt; suppress
1958,舌,tongue; reed; clapper
1959,銭,coin; .01 yen; money
1960,祖,ancestor; pioneer; founder
1961,税,tax; duty
1962,政,politics; government
1963,精,refined; ghost; fairy; energy; vitality; semen; excellence; purity; skill
1964,製,made in...; manufacture
1965,制,system; law; rule
1966,勢,forces; energy; military strength
1967,性,sex; gender; nature
1968,常,usual; ordinary; normal; regular
1969,情,feelings; emotion; passion; sympathy; circumstances; facts
1970,条,article; clause; item; stripe; streak
1971,状,status quo; conditions; circumstances; form; appearance
1972,織,weave; fabric
1973,職,post; employment; work
1974,序,preface; beginning; order; precedence; occasion; chance; incidentally
1975,承,acquiesce; hear; listen to; be informed; receive
1976,招,beckon; invite; summon; engage
1977,証,evidence; proof; certificate
1978,準,semi-; correspond to; proportionate to; conform; imitate
1979,術,art; technique; skill; means; trick; resources; magic
1980,述,mention; state; speak; relate
1981,授,impart; instruct; grant; confer
1982,修,discipline; conduct oneself well; study; master
1983,謝,apologize; thank; refuse
1984,舎,cottage; inn; hut; house; mansion
1985,識,discriminating; know; write
1986,質,substance; quality; matter; temperament
1987,資,assets; resources; capital; funds; data; be conducive to; contribute to
1988,飼,domesticate; raise; keep; feed
1989,似,becoming; resemble; counterfeit; imitate; suitable
1990,示,show; indicate; point out; express; display
1991,支,branch; support; sustain; branch radical (no. 65)
1992,枝,bough; branch; twig; limb; counter for branches
1993,師,expert; teacher; master; model; exemplar; army (incl. counter); war
1994,志,intention; plan; resolve; aspire; motive; hopes; shilling
1995,賛,approve; praise; title or inscription on picture; assist; agree with
1996,酸,acid; bitterness; sour; tart
1997,雑,miscellaneous
1998,桜,cherry
1999,際,occasion; side; edge; verge; dangerous; adventurous; indecent; time; when
2000,在,exist; outskirts; suburbs; located in
2001,罪,guilt; sin; crime; fault; blame; offense
2002,財,property; money; wealth; assets
2003,査,investigate
2004,再,again; twice; second time
2005,妻,wife; spouse
2006,採,pick; take; fetch; take up
2007,災,disaster; calamity; woe; curse; evil
2008,講,lecture; club; association
2009,鉱,mineral; ore
2010,混,mix; blend; confuse
2011,構,posture; build; pretend
2012,耕,till; plow; cultivate
2013,効,merit; efficacy; efficiency; benefit
2014,厚,thick; heavy; rich; kind; cordial; brazen; shameless
2015,護,safeguard; protect
2016,限,limit; restrict; to best of ability
2017,個,individual; counter for articles
2018,故,happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently
2019,経,sutra; longitude; pass thru; expire; warp
2020,潔,undefiled; pure; clean; righteous; gallant
2021,件,affair; case; matter; item
2022,券,ticket
2023,検,examination; investigate
2024,険,precipitous; inaccessible place; impregnable position; steep place; sharp eyes
2025,減,dwindle; decrease; reduce; decline; curtail; get hungry
2026,現,present; existing; actual
2027,句,phrase; clause; sentence; passage; paragraph; counter for haiku
2028,群,flock; group; crowd; herd; swarm; cluster
2029,興,entertain; revive; retrieve; interest; pleasure
2030,均,level; average
2031,禁,prohibition; ban; forbid
2032,境,boundary; border; region
2033,許,permit; approve
2034,居,reside; to be; exist; live with
2035,旧,old times; old things; old friend; former; ex-
2036,規,standard; measure
2037,技,skill; art; craft; ability; feat; performance; vocation; arts
2038,義,righteousness; justice; morality; honor; loyalty; meaning
2039,逆,inverted; reverse; opposite; wicked
2040,久,long time; old story
2041,寄,draw near; stop in; bring near; gather; collect; send; forward
2042,基,fundamentals; radical (chem); counter for machines; foundation
2043,眼,eyeball
2044,刊,publish; carve; engrave
2045,幹,tree trunk
2046,慣,accustomed; get used to; become experienced
2047,格,"status; rank; capacity; character; case (law, grammar)"
2048,確,assurance; firm; tight; hard; solid; confirm; clear; evident
2049,額,forehead; tablet; plaque; framed picture; sum; amount; volume
2050,快,cheerful; pleasant; agreeable; comfortable
2051,営,occupation; camp; perform; build; conduct (business)
2052,永,eternity; long; lengthy
2053,衛,defense; protection
2054,液,fluid; liquid; juice; sap; secretion
2055,益,benefit; gain; profit; advantage
2056,演,performance; act; play; render; stage
2057,往,journey; chase away; let go; going; travel
2058,応,apply; answer; yes; OK; reply; accept
2059,恩,grace; kindness; goodness; favor; mercy; blessing; benefit
2060,仮,sham; temporary; interim; assumed (name); informal
2061,価,value; price
2062,可,can; passable; mustn't; should not; do not
2063,河,river
2064,過,overdo; exceed; go beyond; error
2065,賀,congratulations; joy
2066,解,unravel; notes; key; explanation; understanding; untie; undo; solve; answer; cancel; absolve; explain; minute
